user,comment,time,votes
@GibNagib,Selanjutnya boleh undang untuk berbincang dengan Ach Dhofir Zuhry pa Gita karena pemikiran beliau juga termasuk revolusioner.,1 day ago,0
@VivoYanpakaya,Harusnya ada mas wapres ikut d podcast ini 😅,15 hours ago,0
@aryahanni5362,"Ini bukan wawancara...ini adalah ""Ngaji Ekonomi"" yang dibawakan oleh 2 orang ""Ustadz Ekonomi"" dengan dalil-dalil yang ""sahih"" ❤",12 hours ago,1
@LuhPuputEkaSwastini,🙏,1 day ago,0
@limsabee3212,Translasi dari ketidakpastian menjadi resiko.,1 day ago,0
@viralabis-w2n,Mendadak melek ekonomi,1 day ago,0
@redGorgom,Gila ini obrolan,1 day ago,0
@jazuzzen5453,"Brain Storming Economic Expert,
Ex and Current ministries.",13 hours ago,0
@SenangSenang-u2o,1:17:44 Pak Pur berusaha menjaga image Pak Prabowo 😂,1 day ago,0
@agusalatas,😎🤩,20 hours ago,0
@stonevillechannel,gila ini. daging wagyu isinya,1 day ago,0
@endlessxdespair,goat minister having convo with former goat minister,12 hours ago,0
@ikamustika7723,Om lemari rak nya mau ambruk tuh,1 day ago,0
@nurpurnamawati8369,41.00 itu gilaaa sih ide wholesale,3 hours ago,0
@irfandieadi2131,Indonesia Masih ada harapan,10 hours ago,0
@EDYPERMONO,"isinya daging semua, dagingnya lulur (has) dalam, gak kesulitan ngunyah, mak hlep bisa dinikmati .....",13 hours ago,0
@Simple4282,Pak Gita tolong undang meteri yang lain. Biar kami rakyat tau cara kerja mereka❤,23 hours ago,0
@ukungx,Rektor yang dimaksud kemungkinan pak Hariad P Soepangkat dosen Fisika,11 hours ago,0
@alfathalrescha,Serasa kuliah S3 ini.. M,22 hours ago,0
@maldixferdinand7255,Ilmu.,21 hours ago,0
@lagupilihanku541,Terpaksa mikir berat,1 day ago,0
@FunGameFume,M E A T   L O V E R,3 hours ago,0
@bandyliu3689,😊,1 day ago,0
@bandyliu3689,😊,1 day ago,0
@okedeh7158,"plot twist ""OH TERNYATA GENZI"". Pak Gita kaget juga kwwkw",1 day ago,0
@azizmustofa3934,Berasa dikuliahi 2 dosen mantap,5 hours ago,0
@dinarwibisono5869,Pak pur kirim saya sekolah keluar 😁,11 hours ago,0
@virgooktaviano1209,"""ini bukan lagi daging semua, tapi wagyu A5""",14 hours ago,0
@AsuAsuasu-n6b,"OTT 
operasi tangkap tangan ❎
Obrolan tingkat tinggi ✅",21 hours ago,0
@multiriskipratama9841,rekruitment pemda atau dinas sebaiknya betul capable dan bukan berdasarkan skill atau keahliannya (kkn masih merajalela dan masyk harus pakai fulus),18 hours ago,0
@ferrypratama4765,Hrs invite juga prof stella,11 hours ago,0
@muhammadfaruq9824,OMG menkeu dong,1 day ago,0
@nurulafiani3429,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1 day ago,0
@iyantvrikendari2149,yang sy dapat isinya adalah ngebetulin ngebetulin berarti yang kemarin....,1 day ago,0
@Mekatronika-bf5ml,People usually pay for this,1 day ago,2
@nasepbudiman4805,"Indonesia kurang orang pintar, tetapi lebih kurang lagi orang jujur, amanah dan beradab",11 hours ago,0
@buyungpas6408,Pak Purbaya orang dalam nya Lord Luhut king Gemoy😂,21 hours ago,0
@Regaraldo,Kok bsa dlirik pak prabowo ya..org yg perannya dbalik layar gini..hebat🎉,23 hours ago,1
@batarakanca,Purbaya Sadewa Maung ..,12 hours ago,0
@annuur7310,"Dibalik laki-laki hebat selalu ada wanita hebat yang mendukungnya, entah istrinya, entah ibunya sendiri",1 day ago,0
@gianmokozuhdy193,22:18 pak gita pun tersedak. Wkwkwkwk,1 day ago,0
@jholow1818,'saya dari kementrian yang serius' - Menteri Keuangan 2025,1 day ago,1
@AntaresAnta-w5w,"Kalau 2 orang berkualitas berdiskusi sangat enak untuk disimak...
Orang yg begini lah yang diperlukan Indonesia.
Bukan.para penjilat berotak kosong",1 day ago,0
@ArhamHsb-k4e,Tolong berantas Judol pak 😢,1 hour ago,0
@yafetfreddy4828,Stiap pak gita pendidikan dan literasi itu penting sya slalu menyesal knp sya tidak berani kuliah krn tidak ada dana😢tp sya pastikan anak2 saya smua harus sarjana❤❤❤,19 hours ago,0
@anharmuflih1050,pak saya mau disekolahin S3,23 hours ago,1
@yuniaryuni5372,"Sy yg tdnya nga minat saham, jd tergoda good time to buy nih 😅",1 day ago,0
@asepsolihin4402,Pangeran Nipoenegro aka Mulyono gk mikirin beginian nih,1 day ago,0
@Annantapov,2 orang datang dari masa depan untuk membimbing kita,1 day ago,0
@xLuqq,bahasan daging,11 hours ago,0
@husniharahap3788,Sekolah gratis pak menteri dengan begitu banyak tercipta para ahli,18 hours ago,0
@DediWijaya-j4m,Begini hanya juru bayar wkwk mantap pak Purbaya bercandanya hihi 😂😂 tetap semangat tetap sehat selalu pak  memperbaiki negara Indonesia  ini 🙏🙏,15 hours ago,0
@bukan-apa2,stngah menteri kya pak pur pasti indo lebih keren,1 day ago,0
@smw2096,ikut engap dengerin pak mentri ngomong😅,1 day ago,0
@kwonglie214,BENCANA BANJIR..............SUMATERA DAN ACEH PERLU DANA BESAR..................RAKYAT HRS DIBANTU..................SANDANG ....PANGAN..............FUTURE EFFECT LUAR BIASA...................THE TIME IS NOW HELPING PEOPLE MORE AND MORE......................DONT BE LATE .....................A LOT PEOPLE SUFFERING..................TITIP PESAN  NASI  BUNGKUS NGA CUKUP.......................SEMOGA PERUSAJ HUTAN SADAR ................RETURN BACK................THINK ABOUT IT   FROM BOISE IDAHO USA,20 hours ago,0
@muslimanwar601,"Menkeu mungkin merasa tertantang, dan dia pasti  tau siapa gita, disitu mankeu akan menunjukkan,
Disitu kita semakin tau klasnya  menkeu purbaya..",1 day ago,1
@JabarkuSejahtera,kita juga pernah ngajak FOXCON dan salah satu permintaannya 1000 orang insinyur..,1 day ago,0
@Jonotheantonio,Undang guru gembul dong pak gita,10 hours ago,0
@agusagus-Juve,"Habis podcast ini,besoknya rapat dengan Dany cagur dan kawan kawan , hehe",1 day ago,0
@langgengprastyo7431,"LUAR BIASA podcast terbaik tahun ini, gak sadar 1,5jam obrolan ini bisa dinikmati oleh masyarakat awam.",1 day ago,2
@AkunKami-w8i,Ibaratkan daging.. Fix Wagyu A5,22 hours ago,0
@andiportfolio1378,dagingg semua,22 hours ago,0
@marauder3006,berasa nonton itachi vs sasuke,4 hours ago,0
@Ridho_Julian,undang wapres pak gita,23 hours ago,1
@Ian1988ification,Isinya daging,5 hours ago,0
@irwanpratama3659,"wah Scholarship, interesting,",1 day ago,0
@daniskesar1795,Kuliah 3 sks dulu,1 day ago,1
@rigormortis6969,PAK KOBOI!!!!,1 day ago,0
@MissLooneyable,"mendengar pembicaraan ini, terbukti bahwa perlawanan kita, protes kita, demo2 mahasiswa, itu NGARUH guyss. Pak purbaya diangkat untuk didesain menjadi secercah cahaya kepada para warga. Pemerintah melihat bahwa mereka perlu ubah image mereka. Mengembalikan harapan kata Pak Purbaya. So far, pak Purbaya kelihatan professional. Seems like he has good head. TAPI tetap dia bergerak atas perintah Presiden dan siapapun dibelakangnya. Untuk menjadi pemerintah yg pro rakyat, kita sebagai rakyat TIDAK BOLEH LENGAH. Pak Purbaya patut diapresiasi atas profesionalismenya, tapi tetap kita harus vokal atas hak2 kita. NEXT, menteri kehutanan dan lingkungan. Liat akibat dari kerusakan lingkungan tuh, Walaupun sektor ini banyak sekali orang yg involved trmasuk presiden kalian semua. Tetap optimis",8 hours ago,1
@ferifadlin-u8s,Saya sudah 3 kali ngulang. daging semua .....,1 hour ago,0
@RoziChairurrozi,38:05 rispek ✊,1 day ago,0
@Xiao_ch-y4o,"Daging semua,kl gol rakyat akan sejahterah.",1 day ago (edited),0
@zylanderzweihender8797,Pak Gita mintak tolong dong buat surat cinta untuk indonesia jilid 2 bersama Malaka project,19 hours ago,1
@jiwasraya6509,"kabupaten Bojonegoro melakukan deposit menggunakan anggaran APBD sebesar 2 triliun lebih , coba dicek dong pak. 
disitu juga pasti banyak tikusnya mulai dari tingkat pemerintah kabupaten sampai kepala desa.",1 day ago (edited),0
@hiddenguy7731,mengganti Bu SMI dengan pak Purbaya adalah breakthrough terbaik Indonesia,1 day ago,0
@bioternak,kapan ngundang gibrin pak gita,1 day ago,1
@galihibnup,My lordd... Obrolannn apaa ini..... 😮😮😮😮😮😮,6 hours ago,0
@sangpetualangv7539,Dan airmata pun menetes akibat optimisme yg over,5 hours ago,0
@eddyevodius,"23:24 jaman pak SBY government santai karena digerakkan private, jaman pak Jokowi government lead(memimpin )growth(pertumbuhan) tapi privatenya ga terlalu jalan. Sekarang dikombinasikan kedua duanya",5 hours ago (edited),0
@bendsame,16:00 Pemerintahan Prabowo sempat terancam kondisi sosial politik.,20 hours ago,0
@JFL-Shorts,"Podcast ngundang
Artis ❎️
Menteri ✅️
💀💀💀",19 hours ago,1
@Amri-p3f,Seharusnya bigini semua mentri beri penjelasa narassi yang jelas,23 hours ago,0
@heiruddin,Memang beda klo engineer yg jelaskan hal diluar bidangnya. Lebih mudah nangkepnya.,3 hours ago,0
@muhammadfaisalalhasan,"35:53 gen z yaa pak, gmana dgn gen alpha skrg ya?",12 hours ago,1
@arofahazhar,51:52 wow,1 day ago,0
@syaliswarna9768,Lanjutkan pak Gita undang menteri yang akal sehat,6 hours ago,0
@tentutalentaScience,Pak Gita dikuliahin Pak Purbaya; praktika by insights,1 day ago,0
@nancymargried,Terpaksa googling dulu apa itu M0 dan M2,1 day ago,0
@TZ-ly6iw,pak beasiswa s3-nya kasih saya aja pak. ketimbang banyak yang nolak mwehehehe,10 hours ago,0
@yuhriachirul,fufu fafa kira2 nonton ini gak yaa?,11 hours ago,0
@PtarkOk,Undang gibran pak 🎉,20 hours ago,0
@iqbalmuh8166,"diskusinya menyala sejak menit 30, sisanya ledakan semua, purbaya is the real shit(in good way)",1 day ago,0
@joshuanugraha24,para ekonom sedang diskusi. kita pura pura ngerti aja guys,8 hours ago,0
@leeson9533,pak gita tahu info2 tentang update tentang profil negara lain itu dari mana ya ?,6 hours ago,0
@bani_bjm,Liat Proses Pak Purbaya tidak semua orang mau melakukan itu.,9 hours ago,0
@bagusnova2665,"sebenernya agak lucu mendengar 2 powerhouse ekonomi membicarakan visi ""mencerdaskan bangsa"", yang mana memang cita-cita kita bersama. Tapi kita kadang lupa bahwa pemikir-pemikir kita, yang sudah sekolah jauh, membuka pikiran, dan menjadi kritis, berakhir dibungkam elit negara. Kita tidak lupa kasus Bu Karen, Pak Tom, dan terbaru, Bu Ira. Maka jangankan berharap memiliki lebih banyak cendikiawan, sekarang kami cuma bisa berharap esok bangun dan bekerja tanpa cemas bertemu aparat negara.",11 hours ago,1
@Untungprabowo95,Pak Purbaya Sekilas Wajahnya mirip Ferdy Sambo gaes 😁😁,1 day ago,0
@CuenkRizal,""" Quote"" dalam podcast ini adalah: Menkeu : "" kalau ada masyarakat yang tidak bisa menikmati hasil pembangunan ekonomi, dan itu jumlahnya semakin banyak, kita akan mencipatakan ketidakstabilan sosial-politik, itu yang perlu saya monitor seiap waktu"".",10 hours ago,1
@HenrizalSpdMM,"Sayang tidak ada menyinggung tentang redenominasi, padahal menurut saya urgen sekali.",1 day ago,0
@thezendya,Keren sekali Calon istrinya,3 hours ago,0
@chopperguy7989,geloooo,1 hour ago,0
@Zainul_semproll,Podcast rasa rapat kabinet 😅,1 day ago,0
@AVSportid,"Kuliah umum, sangat mewah",8 hours ago,0
@ajielyas8343,"terlontar kembali pertanyaan desentralisasi politik dan sentralisasi ekonomi 

butuh berapa narasumber lagi ?

sementara jawabnya ada didepan mata",1 day ago,0
@ParjiAnto-l6u,Ahlinya ahli,1 day ago,0
@l.light_9,34:59  📌,1 day ago (edited),0
@cathatro9017,Undang Ichsanudin Noorsy dong,1 day ago,0
@AnwarUdin-q1o,tapi sayangnya nanti akan ada bencana yg membuat ekonomi lumpuh. apakah rakyat bisa menghadapinya atau tdk. klo tdk bakal terjadi yg tdk diinginkan oleh pemerintah,1 day ago,0
@TauTauTua01,"Pencerahan 1,5 jam 
🇮🇩🇮🇩🇮🇩",1 day ago (edited),0
@KAURESAH,Jejak,22 hours ago,0
@junthreeratag3449,"'39.00 org pintar bnyk pak, panggungnya gak ada",1 day ago,2
@LidunBalun,"Bukan Memperbaiki Growth pak, tapi Memperbaiki Regulasi",1 day ago (edited),0
@asetianto,52:20 Menko Maritim Deputi Kedaulatan Maritim & Energi nggak ada hubungan nya dengan Investasi,1 day ago,0
@jsrsekaput8590,"Gaji guru yg kompeten gpp tinggi. Rekrut baru aja, yg lama gk kompeten apalagi org2 dalam suruh pensiun aja",2 hours ago,0
@really_techno,Lord Baya,21 hours ago,0
@Surya-xx4dj,"Besok kalau milih, Standar pejabat indoesia minimal seperti pak purbaya ya temen-temen",8 hours ago,0
@rainerbari5694,"dear netizen, kurangin nonton tiktok, banyakin nonton yang begini, niscaya maju ini negara",9 hours ago,0
@muhammadyunus5199,Nakes juga pak…,1 day ago,0
@sangpetualangv7539,Pak Purbaya gak pernah bahas menkeu sebelum nya,6 hours ago,0
@iemass,Bismillah indonesia emas 2045,1 day ago,1
@grungegotham414,YANG MENGGANGGU ORANG KITA SENDIRI 😂😂😂😂,1 day ago,0
@MarwiBaso,55:13  sedih juga dengernya,1 day ago,2
@FERDINANDUMBUREDAANABOENIFT202,"Sekali lagi membuktikan bahwa orang yang ""TEKUN"" akan dengan mudah menjadi orang ""PINTAR."" Betul bahwa ada ""orang pintar dari orok,"" tapi orang tekun mampu mengejar bahkan melampaui jenis orang yang seperti itu.",1 day ago,0
@melaniveronikatampubolon2006,"Iyakann, fakta yg jleb",1 day ago,1
@Oyen-btw,"butuh Ekonom ya pak. Bismillah.. otw S3 

Rizki
4 Desember 2025
Ut korsel S1
Fakultas ekonomi & bisnis. 
Manajemen",1 day ago (edited),1
@widodobasuki3008,WAJIBKAN SEMUA ANGGOTA DEWAN.... DPRD.....DPR UNTUK MENDENGARKAN DAN MENGANALISA SEMUA ISI PODCAST INI.... DAN SURUH MEREKA MASING2 MEMBUAT KESIMPULANNYA .......BISA NDAK.....😅😅😅😅,1 day ago,0
@AldiPrastya666,mending nonton ini daripada nonton gibran ngomong 😂,1 day ago,0
@celenganambu3437,"Mungkin karena Pak Gita dosen, bahasanya ""tinggi"", bahasa"" dewa"" yang dibumikan oleh Pak Purbaya",1 day ago,1
@gilangramadhan-x007,mentri kita ni,19 hours ago,0
@Cholist13,Yang dikirim LPDP sekolah jangan hanya yg pintar.. Tapi memiliki daya juang juga pak,1 day ago,0
@zainulrozikin2061,"""asing banyak yang melirik, kita sendiri yang kadang mempersulit, sebenarnya kita mau apa tidak""😢",13 hours ago,0
@HendyBirdaily,Daging semua,7 hours ago,0
@jwkarsiena,34:11 - 36:58 sedih bener,10 hours ago,0
@indraisa,Daging semua,1 day ago,0
@Starfall_01,Reaksi gw sepanjang podcast: Anj ini 2 orang pinter ngobrol serem kali:face-purple-wide-eyes:,1 day ago,0
@dianarahayu9972,Berarti anakku pinter donk bisa mnyelesaikan Prodi S1  Ekonomi...😂,1 day ago,0
@AstaRadha,"Tolong dibantu pak Presiden Prabowo, tolong rekrut menteri-menteri yang sesuai bidang untuk kementerian yang sangat mendukung perubahan dan program pak Purbaya",1 day ago,0
@deyusbali7854,"Make it simple pak, kembalikan pertanian,perkebunan, perikanan dengan teknologi dan bantu distribusi global",3 hours ago,0
@nasmididr1159,Daging semua,1 day ago,0
@NgadiminSecangkirkopi,Daging semua,22 hours ago,0
@Golan-p4w,Gimana pak Gita..? Mantap kan Menkeu kita...❤,22 hours ago,0
@pakeragi,"""INDONESIA KEKURANGAN ORANG PINTAR."" Kondisi ini sepertinya sengaja dibentuk agar supaya ""rakyat Indonesia"" bisa diatur oleh ""PENGUASA"" yang mau menguras kekayaan Indonesia untuk kepentingan pribadi/partai/golongan tertentu. Semoga bisa diperbaiki oleh team yang pintar dan benar-benar peduli dengan Indonesia.",4 hours ago,2
@masangkuliner5079,Menteri yang sesuai bidangnya bukan dari partai,1 day ago,1
@RumahMinyakcurah,ok,17 hours ago,0
@Netrio-u1c,45:47 cita-cita yang sangat luar biasa dari pak Prabowo semoga bisa terealisasi,1 day ago,0
@Cameraphotoku39,Mentri keuangan too the moon,10 hours ago,0
@nusapenidadriver,Tlong penemu² teknologi disuport jg. Seperti pembuat mobil listrik yg djegal gk lulus emisi.. bukannya suport malah dimatikan!,1 day ago,1
@cahayasurga-v1e,"Saya juga pengen lho sekolah lagi jurusan Psikologi, tapi dengan banyak pertimbangan  AKHIRNYA   OTODIDAK AJA LAH. Semoga bermanfaat kayak  yang diberikan pada Cak Nun, aamiin.",1 day ago,0
@Nawa_m_i,"Menurut saya sih fiskalnya masih perlu ekspansif dikit pak, defisit 3% masih oke lah. 😂",19 hours ago,0
@raisya-c7e,"Isterinya pak pur jg hebat,coba kalo dia gk bilang cerai cuma jd midle class tu pak pur😂😂😂",1 day ago,0
@Saheriabu,Bayangkan Kalau semua Mentri smart semua. 1 mentri aja berpengaruh  banyak apa lagi kalau semua,5 hours ago,0
@Akbar-q6o,guys kita boleh yah tau ini semua 😅,1 day ago,0
@nunungkaniwati3291,"mentri nentri titipan, harusnya tahu diri... mereka membuat kebijakan tanpa  dasar yg kuat, alih alih bgm kebijakan tekanan setoran tuntutan partainya.. 
dan ketua partai... yg mau belajar... pasti mikir setir nama nama untuk mentri itu yg jelas  kecerdasannya dan berpihak ya kepada negara",3 hours ago,1
@Saheriabu,Bayangkan Kalau semua Mentri smart semua. 1 mentri aja berpengaruh  banyak apa lagi kalau semua,5 hours ago,0
@Pekerja_cupuh,"Pak kalau nilai tukar mata uang gitu, gimana cara explainnya",23 hours ago,0
@ibsrsml,Habibi ainun jilid 2,1 day ago,0
@teduhalam8383,"damn, this is Wagyu A5 level talking",1 day ago,0
@AlvinHaidar-d6y,Berat anying kuliah s3 ini mah 😁,1 day ago,0
@tvgaull1587,perasaan era dulu menkeu berdiri dipodium smbil ngumumin pajak naik dan naik,12 hours ago,0
@angelakloer3338,tetetp ya perusuh-nya dari dalam jg 😭,1 day ago,0
@redstone682,ganti bea cukai dengan sgs swiss,10 hours ago,0
@budisantoso408,"Putra saya ekonomi Nilanya 90,bahasa inggris 97...
Mohon bimbingannya pak",22 hours ago,0
@didikjunaidi6239,"Perbanyak nonton podcast begini, kurangin nonton podcast Dedi dan Deni!!",19 hours ago,0
@nadyatrsr,"@ Pak Purbaya, itu kalo mau daftar beasiswa S3 bapak tadi, dimana ya? saya mau kok pak hahahaha. sekalian S2 nya pak. saya Gen Z jiwa millenial pak.",1 day ago (edited),0
@tomboonee,"Benar sekali, saya juga mengharapkan bahwa akan ada sekolah terintegrasi. Banyak contoh sekolah Swasta yg terintegrasi, dan terbukti membentuk siswa yang berkharakter.",23 hours ago,0
@gelangpatah.,"Mengenai sekolah integritas, apa gk lebih efisien meng upgrade sekolah2 yg sudah ada, sekolah yg sudah mandiri upgrade dari segala sisi, termasuk SDM nya daripada membangun dari awal setiap sekolah dengan biaya dan waktu yg lumayan.",22 hours ago,0
@ngoprekchanel8208,"Denger ini berarti Mentri sebelumnya tidak faham dengan keadaan atau sengaja,,,tp sulit membayangkan kalau sekelas ibu itu tidak ngerti, entahlah",1 day ago,0
@wawansugiantoro7871,"Pak Purbaya mohon ijin, klo orang pinter banyak tp dibungkam oleh penguasa nampaknya cukup sulit juga untuk Indonesia menjadi maju, contohnya seperti pak Jonan dkk 🙏🏻",1 day ago,0
@MarioDevanvlog,"pak saya mau dikuliahin S3 Ekonomi, S2 sy tinggal tesis",1 day ago,0
@sin_mura313,Coba bandingkan dengan wapres samsul .... nilai 1 banding 9,18 hours ago,0
@tedimuhammad9952,bagaimana mungkin mau meningkatkan pertumbuhan ekonomi namun liquiditas didaerah dihabisi dengan pemangkasan dana transfer? dmn logicnya?,7 hours ago,1
@KlangenanMu,K e r e n,18 hours ago,0
@IbnuMuzabAry-fx5ev,"❤❤❤☝️

Ibnu Muzab Ary 
(Aktivis UII Yogyakarta dan KUA kec Peureulak, Aceh)",9 hours ago,1
@fasarahman,"Ijin Pak, kalau ada kesempatan mengundang Menteri lagi, tolong berikan kasus contoh yg real, contohnya bagaimana pertumbuhan ekonomi bisa maju kalau kepastian hukum tidak jelas, pungutan liar dimana-mana dan tidak bisa menjadi beban fiskal yang diakui pajak. InsyaAllah saya percaya kalau kepastian hukum jelas pertumbuhan ekonomi jg mengikuti, terima kasih Pak.",5 hours ago,0
@rioadi7174,"Saya mau pak , minta tolong sekolahin saya supaya pinter",1 day ago,0
@zaswarung5770,Saya bakul warung ngerasa masuk kelas berbayar puluhan juta ...ratusan ...masyaallah 🙏,16 hours ago,0
@IndodaxIndodax-q5l,Daging,23 hours ago,0
@dzunurroin5498,Istri sya guru gaji BOPD 3 jtaan. Masih kena potongan dari pihak sekolah.,1 day ago (edited),0
@bachtiarrifai4588,Pak gita gak tanya apa bedax injek rupiah dengan cetak rupiah biar ekonomi jalan,1 day ago,0
@muhammadfikrie5129,"Semenjak tau bapak ini dan arah kebijakannya, rasanya MenKeu sebelumnya masih kurang oke performanya.",1 day ago,0
@dennyirawan8725,Lebih asik dari nonton netplik,1 day ago,0
@BudiBobi,"mohon bantuannya bapak saya sebagai guru ASN jujur untuk kita sangat ingin  melakukan  pengembangan diri  untuk menjadi  pengajar dan pendidik yang baik, namun untuk sekedar beli buku saja kita berpikir 5-7 kali apalgi kita ingin ikut pelatihan,, pemerintah memang  menyediakan  pelatihan namun sangat terbatas dan seringkali hanya formalitas. saya melamar menjadi guru gaji bukan orientasi utama saya, namaun menurut saya penigkatan pendapatan guru sifatnya kebutuhan, bukan karena nafsu serakah..... dan mohon bantu suarakan penanganan korupsi didunia pendidikan",10 hours ago,0
@Ilhamfierdhauz,Daging semua....,1 day ago,0
@hendroprianto2762,HAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHHA Sabi Sabi,1 day ago,0
@abdoelaziez3784,Pak yang perlu diperhatikan lagi guru swasta pak. Dan juga guru paud dan TK. Dimana selama ini hanya semua TK status nya swasta,13 hours ago,0
@goofykatt,"berasa RAKYAT JELATA dengerin togkrongan kaum elit..keren 
 kalian",1 day ago,0
@limsabee3212,Mirip gus dur gayanya,1 day ago,0
@hendrihendri-on8cx,Sebenarnya ada satu cara yaitu bunga bank 0 dan bunga deposito 0 sehingga uang beredar banyak dan bunga kredit sekitar 4 persen. Tapi apakah pemerintah berani?,17 hours ago,0
@Kusuman-h9y,27:50 dan 38:00 lawak juga,19 hours ago,0
@alichsanali,Laki hebat didukung istri hebat sekarang hasilnya MENKEU,40 minutes ago,0
@kiperkidal,"Pak Purbaya, saya masih bodoh pak. Saya pengen dibayari kuliah pak purbaya",10 hours ago,0
@frismasuseno2002,Bubarkan bea cukai ganti pake jasa SGS pak,1 day ago,0
@rijalbenu,Up,15 hours ago,0
@Abdrhman09,deym.,22 hours ago,0
@aldinafauzi748,duh,2 hours ago,0
@nawanggo,YouTube premium,13 hours ago,0
@ayunk7180,"tolong kasih tau aku, buku-buku yang disebut apa aja ya",1 day ago,0
@bagasadriansyah1041,"Saya mau kerjasama dengan stanford, berapa biaya nya per orang? 
Gilak sih menkeu 🙌🙌",1 day ago,0
@hagacreative2584,buset sehari 600rb haha,18 hours ago,0
@panjiakbarul5684,"Diskusi menarik, namun kondisi dilapangan saat ini ketika orang2 Indonesia diaspora diminta mengabdi kembali rata-rata tidak berbuah manis, dan berakhir kriminalisasi like ricky elson, dan direktur asdp kemarin, bahkan sekelas pak Jonan, dan bu susi juga dianggap mengganggu kepentingan orang-orang rakus",1 day ago,0
@ahnavgameahnavgame,"MENTRI YANG PERTAMA HARUS :
1.TAKUT DOSA
2.TRACK RECORD BAGIS

3. PINTAR CERDAS WAWASAN
4.TIDAK HAUS POLITIK, PURE NIAT MENGABDI BANGSA.
5. MINIMAL UMUR 45 TAHUN",1 day ago,0
@twln550,Dari sini saya semakin percaya bahwa  bobibos dan nikuba emng penipu dan banyak masyarakat yang percaya,1 day ago,2
@p.a.s260,Bill Gates dan Steve Jobs nya INDONESIA 👍,4 hours ago,0
@dior1575,"kalau ilmu diibaratkan daging, obrolan ini isinya daging wagyu A5 semua.",1 day ago,0
@calvinocs,pak gita beneran gamau undang mas gibran? pengen denger pemikiran wakil presiden terbaik dunia akherat,2 hours ago,0
@Topa-m7q,"Indonesia ini bukan kurang orang pinter, tapi kurang orang jujur, manja diternak bansos masih muda dpt bansos,. Tidak dibina yg puny Kemauan.",23 hours ago,0
@duniahiburan1583,Pak amankan hutan banyak tambang dan sawit tpi duitnya tidak masuk negara untuk memperkaya diri sendri,11 hours ago,0
@kikinanie,Ga salah pak Prabowo pilih Menteri Keuangan ❤,1 day ago,0
@hunterxhunter777,1:33:29,1 day ago,1
@andisetyaji1887,"obrolan dua orang bersih dan visioner...
beda dgn pejabat yg full pencitraan dan sibuk memperkaya diri",1 day ago,0
@gianmokozuhdy193,Beda orang baca buku dgn orang malas baca buku.,1 day ago,0
@dikay26,"yakin ini ijazah nya asli ...
ketahuan dari pandangan mereka tentang ekonomi suatu negara",1 day ago,0
@kopokteles,PAK UNDANG ---TIMOTHY RONALD PAK,1 day ago,0
@rikasdwicahyo5267,"pak purbaya goals nya clear dan step by step nya jelas, pak gita terlalu ngawang2 dngan kacamata kondisi yang ideal. 

satu2 pak gita, pr bangsa ini terlalu banyak.",20 hours ago,0
@GandhieJulio,"Berapa banyak anggota DPR, parpol, politisi, pejabat daerah pimpinan TNI Polri yg hasil dari STEM, gmn mereka paham n mentranslasi angka2,",20 hours ago,0
@DW_199_,org indonesia yg dimaksud pak pur tdk mau menerima investor itu apa dan siapa?,1 hour ago,0
@sempoauntukpemula,44.05,6 hours ago,0
@perdiandri1922,Banyak yg terlalu mengagungkan pak purbaya. Padahal sudah seharusnya tugas dia begitu,1 day ago,0
@jogjaistimewa4820,pada mudeng nga ya yang  golongan itu..,1 day ago,0
@youtuberlancar,"Bnyk yg bilang jurusan ekonomi simpel tpi nyatanya serumit ini, mngkin ekonomi disini sekedar makanya ekonomi indo sekedarnya aja 😂",7 hours ago,0
@deddysantoso4174,Beda ya kualitas pembicaraan nya dengan Om Bahlil.....,1 day ago,1
@ninyomansutari2178,Tujuan pergantian menkeu adalah demi mencapai pertumbuhan ekonomi 8%..nah bs g tercapai 8% tsb dtahun 2029?,1 day ago,0
@MadeBayuDewantara,ENTAH KENAPA YAH .. KAYAK SAYA BERASA DAPAT KULIAH YANG MENARIK DAN SEPERTI MELIHAT JEDELAH PENGETAHUAN,1 day ago,0
@raflimaulanaheryadi374,JAM MAKAN DIKURANGI BUAT BELAJAR??,3 hours ago,0
@RamliSH-e9t,"Menteri keuangan yg sekarang luar biasa hebat , dengan nutup barang impor UMKM baru bisa mulai aktif kembali , terima kasih semoga Allah selalu melindungimu , Pak",18 hours ago,0
@endlesslearning16,"Pak Purbaya kapasitasnya adalah menteri keuangan, tetapi kerjanya setaraf menko perekonomian.",3 hours ago,0
@vladimiradamovic2713,Harusnya dr dulu pak prabowo  pasti sekarang 500 sekolah,16 hours ago,0
@ZaidanAriefHardiyata,"Lihat Pak Purbaya Sadewa ini jujur kasihan, berjuang keras memajukan bangsa lewat sektor ekonomi namun harus menerjang sistem yang sengaja dibuat rusak",1 day ago,0
@sukmawatiridoean2398,"Pak, maaf infonya wawancara LPDP hanya mengutamakan yg berjilbab, putri2 saya lulusan FEB UI",23 hours ago,0
@kanglius,"saya pengen sekolah lagi pak,cuma karna dari segi financial saya kurang jdi ngak mau maksakan diri untuk lanjut",1 day ago,1
@oziazkaillustration,27:13 | 27:27,1 day ago (edited),0
@syarief1964,rakyat disuguhi daging,1 day ago,0
